model_fold_0_0,,,,forecast_fold_0_0,,,,,,model_fold_1_0,,,,forecast_fold_1_0,,,,,,model_fold_2_0,,,,forecast_fold_2_0,,,,,,model_fold_3_0,,,,forecast_fold_3_0,,,,,,model_fold_4_0,,,,forecast_fold_4_0,,,,,,model_fold_5_0,,,,forecast_fold_5_0,,,,,,model_fold_6_0,,,,forecast_fold_6_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.06620336,,,,,,,,,,31.09367817,,,,,,,,,,31.09566332,,,,,,,,,,31.07261164,,,,,,,,,,31.03101442,,,,,,,,,,31.03835616,,,,,,,,,,31.00676989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.81270047,,,,,,,,,,28.81754619,,,,,,,,,,28.84754986,,,,,,,,,,28.86604564,,,,,,,,,,28.88060563,,,,,,,,,,28.85360301,,,,,,,,,,28.84785507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.92643799,,,,,,,,,,28.94805277,,,,,,,,,,28.91965297,,,,,,,,,,28.91053026,,,,,,,,,,28.88157325,,,,,,,,,,28.89549567,,,,,,,,,,28.86400394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.1978804,,,,,,,,,,28.1967415,,,,,,,,,,28.20130199,,,,,,,,,,28.20085096,,,,,,,,,,28.20234991,,,,,,,,,,28.20139445,,,,,,,,,,28.20768553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.07413063,,,,,,,,,,27.07719241,,,,,,,,,,27.0776999,,,,,,,,,,27.08277926,,,,,,,,,,27.08500258,,,,,,,,,,27.08149567,,,,,,,,,,27.08194439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.77101856,,,,,,,,,,25.7733979,,,,,,,,,,25.77691146,,,,,,,,,,25.77295261,,,,,,,,,,25.7678404,,,,,,,,,,25.7682598,,,,,,,,,,25.76489958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.92614425,,,,,,,,,,26.93582974,,,,,,,,,,26.91547903,,,,,,,,,,26.92613299,,,,,,,,,,26.92631436,,,,,,,,,,26.92857317,,,,,,,,,,26.92772202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.97065101,,,,,,,,,,27.98227779,,,,,,,,,,27.9621451,,,,,,,,,,27.96224302,,,,,,,,,,27.9530113,,,,,,,,,,27.96231092,,,,,,,,,,27.96818569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.90283909,,,,,,,,,,30.92022498,,,,,,,,,,30.90008062,,,,,,,,,,30.92080658,,,,,,,,,,30.92614356,,,,,,,,,,30.92280348,,,,,,,,,,30.93727185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.63235592,,,,,,,,,,33.65322538,,,,,,,,,,33.65085052,,,,,,,,,,33.65562566,,,,,,,,,,33.64575167,,,,,,,,,,33.64262801,,,,,,,,,,33.64800391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.63716754,,,,,,,,,,35.67296753,,,,,,,,,,35.64321107,,,,,,,,,,35.67364466,,,,,,,,,,35.6720291,,,,,,,,,,35.66383943,,,,,,,,,,35.66420999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.98221173,,,,,,,,,,33.0176059,,,,,,,,,,33.00182488,,,,,,,,,,33.00589663,,,,,,,,,,32.98372036,,,,,,,,,,32.98516524,,,,,,,,,,32.98501659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.93039073,,,,,,,,,,28.96316984,,,,,,,,,,28.96551764,,,,,,,,,,28.99361923,,,,,,,,,,28.99562665,,,,,,,,,,28.97419328,,,,,,,,,,28.97776915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.35914499,,,,,,,,,,26.39553464,,,,,,,,,,26.39906055,,,,,,,,,,26.40210044,,,,,,,,,,26.37756236,,,,,,,,,,26.3682399,,,,,,,,,,26.34655636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.16276758,,,,,,,,,,23.19032921,,,,,,,,,,23.20248951,,,,,,,,,,23.2140975,,,,,,,,,,23.2033343,,,,,,,,,,23.18699927,,,,,,,,,,23.16928305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.51727741,,,,,,,,,,20.54686713,,,,,,,,,,20.5261354,,,,,,,,,,20.53191359,,,,,,,,,,20.51326177,,,,,,,,,,20.51171241,,,,,,,,,,20.48702009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.88858687,,,,,,,,,,18.90465919,,,,,,,,,,18.90937739,,,,,,,,,,18.911931,,,,,,,,,,18.90270727,,,,,,,,,,18.8973687,,,,,,,,,,18.89301598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.35893095,,,,,,,,,,18.36945266,,,,,,,,,,18.38139959,,,,,,,,,,18.38802548,,,,,,,,,,18.38762812,,,,,,,,,,18.37431602,,,,,,,,,,18.36557036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.35045228,,,,,,,,,,19.36810532,,,,,,,,,,19.35846721,,,,,,,,,,19.36032483,,,,,,,,,,19.34591105,,,,,,,,,,19.34777075,,,,,,,,,,19.3325746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.10142902,,,,,,,,,,23.12836021,,,,,,,,,,23.10382057,,,,,,,,,,23.10082811,,,,,,,,,,23.07064229,,,,,,,,,,23.09197868,,,,,,,,,,23.0918564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.34402181,,,,,,,,,,30.36982582,,,,,,,,,,30.33890217,,,,,,,,,,30.35052759,,,,,,,,,,30.33912529,,,,,,,,,,30.34902115,,,,,,,,,,30.36336546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.50461723,,,,,,,,,,38.52060112,,,,,,,,,,38.52139726,,,,,,,,,,38.54147217,,,,,,,,,,38.55365421,,,,,,,,,,38.53392396,,,,,,,,,,38.54755464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.40666721,,,,,,,,,,38.45334652,,,,,,,,,,38.42531723,,,,,,,,,,38.45298208,,,,,,,,,,38.4389075,,,,,,,,,,38.43361785,,,,,,,,,,38.42907919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.65353307,,,,,,,,,,33.6871849,,,,,,,,,,33.67844994,,,,,,,,,,33.68550426,,,,,,,,,,33.67080038,,,,,,,,,,33.66041922,,,,,,,,,,33.65259351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.72949056,,,,,,,,,,29.74646946,,,,,,,,,,29.79634586,,,,,,,,,,29.81491528,,,,,,,,,,29.82410329,,,,,,,,,,29.78455177,,,,,,,,,,29.77790788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.715624,,,,,,,,,,27.74293782,,,,,,,,,,27.75683451,,,,,,,,,,27.75223438,,,,,,,,,,27.72530986,,,,,,,,,,27.71472838,,,,,,,,,,27.66869974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.73121341,,,,,,,,,,26.73439044,,,,,,,,,,26.74987121,,,,,,,,,,26.7375551,,,,,,,,,,26.72361067,,,,,,,,,,26.71920932,,,,,,,,,,26.68875092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.84278685,,,,,,,,,,27.84326596,,,,,,,,,,27.82967335,,,,,,,,,,27.82876351,,,,,,,,,,27.82402301,,,,,,,,,,27.83007734,,,,,,,,,,27.81439607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.60050951,,,,,,,,,,26.59226653,,,,,,,,,,26.57978622,,,,,,,,,,26.56833729,,,,,,,,,,26.56395643,,,,,,,,,,26.57708307,,,,,,,,,,26.57877231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.09704449,,,,,,,,,,26.08958611,,,,,,,,,,26.09064468,,,,,,,,,,26.09467678,,,,,,,,,,26.1029195,,,,,,,,,,26.10592933,,,,,,,,,,26.12304901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.77779848,,,,,,,,,,26.7787972,,,,,,,,,,26.77099315,,,,,,,,,,26.76706939,,,,,,,,,,26.76191228,,,,,,,,,,26.77022854,,,,,,,,,,26.77588892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.06413453,,,,,,,,,,28.07285165,,,,,,,,,,28.06101434,,,,,,,,,,28.067471,,,,,,,,,,28.06413244,,,,,,,,,,28.0704493,,,,,,,,,,28.08138964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.49628661,,,,,,,,,,29.49479573,,,,,,,,,,29.5158986,,,,,,,,,,29.50886366,,,,,,,,,,29.50694561,,,,,,,,,,29.50189987,,,,,,,,,,29.50824269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.6447238,,,,,,,,,,33.66339935,,,,,,,,,,33.65079962,,,,,,,,,,33.66568386,,,,,,,,,,33.65980042,,,,,,,,,,33.66031637,,,,,,,,,,33.65663808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.49693535,,,,,,,,,,33.49528532,,,,,,,,,,33.52122955,,,,,,,,,,33.49521875,,,,,,,,,,33.47626113,,,,,,,,,,33.47974688,,,,,,,,,,33.47367107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.86490796,,,,,,,,,,29.84684001,,,,,,,,,,29.90766078,,,,,,,,,,29.91277547,,,,,,,,,,29.93351021,,,,,,,,,,29.90430505,,,,,,,,,,29.89933487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.94135098,,,,,,,,,,26.94754586,,,,,,,,,,26.90737308,,,,,,,,,,26.89591128,,,,,,,,,,26.87474361,,,,,,,,,,26.89416038,,,,,,,,,,26.85352133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.66220873,,,,,,,,,,24.64763534,,,,,,,,,,24.62561273,,,,,,,,,,24.61553214,,,,,,,,,,24.6167054,,,,,,,,,,24.63585879,,,,,,,,,,24.64928891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.08837132,,,,,,,,,,22.07379368,,,,,,,,,,22.07536892,,,,,,,,,,22.08133392,,,,,,,,,,22.09908344,,,,,,,,,,22.09981955,,,,,,,,,,22.12712363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.47358963,,,,,,,,,,19.46658665,,,,,,,,,,19.47289439,,,,,,,,,,19.47217754,,,,,,,,,,19.478578,,,,,,,,,,19.47667229,,,,,,,,,,19.48541998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.38824565,,,,,,,,,,18.3848082,,,,,,,,,,18.38839127,,,,,,,,,,18.39329235,,,,,,,,,,18.40129275,,,,,,,,,,18.39528838,,,,,,,,,,18.39606321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.66370229,,,,,,,,,,18.66894842,,,,,,,,,,18.6570361,,,,,,,,,,18.6554176,,,,,,,,,,18.64805368,,,,,,,,,,18.65521734,,,,,,,,,,18.65185731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.02769899,,,,,,,,,,19.0276535,,,,,,,,,,19.03570985,,,,,,,,,,19.02959081,,,,,,,,,,19.02347963,,,,,,,,,,19.02809223,,,,,,,,,,19.03509555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.81435119,,,,,,,,,,21.81224722,,,,,,,,,,21.82956376,,,,,,,,,,21.8269463,,,,,,,,,,21.82585109,,,,,,,,,,21.82279986,,,,,,,,,,21.82445352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.72014044,,,,,,,,,,28.7288995,,,,,,,,,,28.70392039,,,,,,,,,,28.70998207,,,,,,,,,,28.70614065,,,,,,,,,,28.71190795,,,,,,,,,,28.70371869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.8373101,,,,,,,,,,36.83480074,,,,,,,,,,36.8609883,,,,,,,,,,36.83869259,,,,,,,,,,36.82000499,,,,,,,,,,36.83075628,,,,,,,,,,36.84004313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.00414157,,,,,,,,,,34.99284436,,,,,,,,,,35.01629041,,,,,,,,,,35.02682618,,,,,,,,,,35.0473182,,,,,,,,,,35.0277817,,,,,,,,,,35.02623058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.27868486,,,,,,,,,,31.2711676,,,,,,,,,,31.27045825,,,,,,,,,,31.25729632,,,,,,,,,,31.25143229,,,,,,,,,,31.25450193,,,,,,,,,,31.23358679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.67514492,,,,,,,,,,27.65617303,,,,,,,,,,27.66193019,,,,,,,,,,27.66043529,,,,,,,,,,27.67477281,,,,,,,,,,27.67156199,,,,,,,,,,27.67049162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.73663478,,,,,,,,,,26.72308451,,,,,,,,,,26.70097968,,,,,,,,,,26.70065683,,,,,,,,,,26.71054073,,,,,,,,,,26.71729774,,,,,,,,,,26.7154191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.21968547,,,,,,,,,,27.20616209,,,,,,,,,,27.20382498,,,,,,,,,,27.19717231,,,,,,,,,,27.20113119,,,,,,,,,,27.21126261,,,,,,,,,,27.22704878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.86470886,,,,,,,,,,27.85590354,,,,,,,,,,27.85193541,,,,,,,,,,27.85709963,,,,,,,,,,27.86891311,,,,,,,,,,27.86942354,,,,,,,,,,27.88287634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.495116,,,,,,,,,,26.48920594,,,,,,,,,,26.5005173,,,,,,,,,,26.49262035,,,,,,,,,,26.49036166,,,,,,,,,,26.49344616,,,,,,,,,,26.5003338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.66353415,,,,,,,,,,25.65540912,,,,,,,,,,25.67236682,,,,,,,,,,25.67223951,,,,,,,,,,25.67917618,,,,,,,,,,25.67243832,,,,,,,,,,25.67311423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.1806364,,,,,,,,,,26.18118022,,,,,,,,,,26.17652003,,,,,,,,,,26.16862632,,,,,,,,,,26.1580062,,,,,,,,,,26.16747889,,,,,,,,,,26.15928744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.37920346,,,,,,,,,,25.35576441,,,,,,,,,,25.38363893,,,,,,,,,,25.37240812,,,,,,,,,,25.38481093,,,,,,,,,,25.37636568,,,,,,,,,,25.3773879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.10833508,,,,,,,,,,28.09139255,,,,,,,,,,28.11835131,,,,,,,,,,28.10913604,,,,,,,,,,28.1113102,,,,,,,,,,28.11044904,,,,,,,,,,28.10424572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.08272965,,,,,,,,,,31.06223825,,,,,,,,,,31.04058742,,,,,,,,,,31.032614,,,,,,,,,,31.04163539,,,,,,,,,,31.0488142,,,,,,,,,,31.03351965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.71393775,,,,,,,,,,31.68020066,,,,,,,,,,31.68549642,,,,,,,,,,31.67930912,,,,,,,,,,31.70232359,,,,,,,,,,31.70325063,,,,,,,,,,31.71596561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.49776916,,,,,,,,,,29.47205884,,,,,,,,,,29.4853047,,,,,,,,,,29.47516846,,,,,,,,,,29.48515637,,,,,,,,,,29.49136786,,,,,,,,,,29.50220455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.88822336,,,,,,,,,,26.87935683,,,,,,,,,,26.84715432,,,,,,,,,,26.84626248,,,,,,,,,,26.84784694,,,,,,,,,,26.86698366,,,,,,,,,,26.87304866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.34386844,,,,,,,,,,25.33797051,,,,,,,,,,25.31214715,,,,,,,,,,25.30865568,,,,,,,,,,25.30869134,,,,,,,,,,25.32859815,,,,,,,,,,25.35370116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.42243738,,,,,,,,,,22.41397846,,,,,,,,,,22.4250367,,,,,,,,,,22.43476855,,,,,,,,,,22.45374137,,,,,,,,,,22.44562676,,,,,,,,,,22.47471657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.34061856,,,,,,,,,,20.35398503,,,,,,,,,,20.34270439,,,,,,,,,,20.35507989,,,,,,,,,,20.35537364,,,,,,,,,,20.3522144,,,,,,,,,,20.35425451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.11607262,,,,,,,,,,19.13273451,,,,,,,,,,19.12499477,,,,,,,,,,19.12520317,,,,,,,,,,19.11219375,,,,,,,,,,19.11582713,,,,,,,,,,19.11587168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.35282905,,,,,,,,,,19.36942894,,,,,,,,,,19.35987884,,,,,,,,,,19.37643621,,,,,,,,,,19.37923673,,,,,,,,,,19.37084295,,,,,,,,,,19.3734042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.86268353,,,,,,,,,,19.8794712,,,,,,,,,,19.87699618,,,,,,,,,,19.88186115,,,,,,,,,,19.87521922,,,,,,,,,,19.8689493,,,,,,,,,,19.86428417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
