Consumption_dma_a,Forecast_dma_a,Consumption_dma_b,Forecast_dma_b,Consumption_dma_g,Forecast_dma_g,Consumption_dma_i,Forecast_dma_i
6.636792931,,10.11475936,,25.74090815,,16.70525624,
6.209950087,,10.62284874,,26.34226627,,15.93982913,
6.416915648,,11.45962907,,26.92907724,,16.21933616,
6.452563925,,10.22374529,,28.82945464,,16.30570413,
6.789942188,,10.95081071,,30.3403202,,16.71203895,
6.766364061,,9.489513813,,30.08514929,,16.22913986,
5.791128242,,9.166219234,,27.80008535,,15.83941238,
5.116109906,,8.686937913,,24.27975073,,16.27327528,
6.374185706,,8.233198939,,23.47116524,,16.71817257,
7.991449293,,7.534172095,,19.98172783,,15.75648126,
3.76130124,,7.263419822,,17.44645853,,15.76741893,
6.003394875,,7.367667495,,17.41283872,,15.78252215,
6.159639853,,7.245202022,,16.48529591,,16.922035,
5.372806409,,7.268806828,,16.72812819,,15.85516009,
5.685032773,,7.654720361,,18.05022578,,16.74833657,
7.431737311,,8.875368001,,23.03833656,,17.76129957,
9.844614251,,9.841614992,,31.46211197,,20.27638345,
10.13374259,,10.09520484,,34.45627912,,22.68248824,
9.593277742,,9.848656796,,32.04904953,,22.14898533,
9.30261902,,9.621221403,,29.63051122,,22.70976301,
9.003368544,,9.52073075,,27.60263929,,23.07232886,
9.638024373,,9.697044059,,27.14599741,,22.55266868,
10.09239131,,9.252721731,,27.00253267,,23.31433501,
9.253692209,,9.491629517,,25.92423161,,23.84216316,
8.359063093,,9.271209357,,25.68235284,,23.47808722,
7.337091073,,9.561928178,,24.38915109,,22.75833917,
6.832527599,,9.779805593,,25.22885238,,21.54800952,
7.14697199,,9.826775545,,27.48020136,,20.9794589,
7.35172243,,10.43858348,,28.94070877,,21.22376255,
7.5580722,,9.837907288,,30.73618199,,19.73090773,
6.451596541,,9.347511237,,27.6419355,,18.82480369,
5.501294551,,8.600617131,,24.24332111,,18.78149564,
5.04919149,,8.389926864,,22.20047217,,18.34993471,
4.526753453,,7.948956936,,19.39645058,,16.78419658,
4.337732552,,7.303092315,,17.56996012,,16.6738766,
13.67446848,,7.655473732,,16.81831661,,16.74922332,
0.295496308,,7.285408878,,15.97659341,,17.37806131,
3.884366246,,7.444945593,,16.45824725,,16.19595841,
4.470216854,,7.745785489,,17.89319876,,17.16373251,
6.292297879,,8.915897823,,22.86403729,,18.74727047,
8.452886941,,10.06410815,,33.03901921,,21.0284368,
8.945371774,,10.5558414,,34.53074102,,22.37348609,
9.081782262,,9.299624283,,31.18485231,,24.13250036,
9.387340643,,9.56106157,,27.75141924,,24.7405407,
9.559739983,,9.003333064,,27.03765147,,23.61995052,
9.733362762,,9.304243323,,26.12625844,,22.27715162,
9.04328818,,9.192901886,,26.81183612,,23.43348425,
8.8540664,,9.183763197,,26.02170644,,23.66709816,
8.241781674,,9.066295579,,25.0278321,,23.53356142,
7.424051329,,9.309761117,,24.23941692,,21.24415126,
6.953697331,,9.99918375,,25.65878525,,20.63765147,
7.476256642,,9.703513271,,26.07202161,,19.6536548,
7.775279977,,10.16214295,,30.14087677,,19.63795138,
7.786859282,,9.291123109,,29.25913928,,18.78891369,
6.700757439,,9.076997912,,26.92495121,,18.1467092,
5.901022078,,8.906545758,,23.81760248,,18.59151706,
5.368006009,,7.950956728,,21.82531361,,17.89573485,
4.855784095,,7.516469743,,19.78335436,,17.22318256,
4.836179689,,7.308569595,,17.46408418,,16.85313863,
3.618496566,,7.368142632,,16.31645164,,17.13377905,
5.172632303,,7.244704281,,16.33158529,,18.04594842,
4.705542425,,7.408395639,,16.61191106,,17.35611171,
5.090227494,,7.538363697,,17.92219761,,18.07169774,
6.387558928,,8.820443515,,22.82856453,,19.75455398,
8.228656664,,10.00306418,,33.01311413,,21.37080963,
8.625231914,,10.35786349,,33.49387192,,22.54958827,
9.232309171,,9.357079534,,30.35465715,,21.17475723,
9.462899907,,9.511651749,,27.36736526,,22.23524376,
9.360814783,,8.70822735,,26.61234837,,22.42379321,
9.050630246,,8.956064437,,26.60459787,,21.67867074,
8.53050868,,9.310527394,,26.43745274,,23.19721183,
8.913591157,,9.01359151,,26.23732018,,23.06741105,
8.63843558,,8.848174016,,24.4325199,,21.84981733,
7.997991089,,9.304962523,,24.1558077,,21.37157416,
7.577990963,,8.658172151,,24.90779382,,20.3187038,
8.220501339,,9.182449717,,26.31865744,,20.60214221,
8.759898704,,9.724091912,,29.18561579,,19.4903247,
8.219168462,,9.209175986,,30.78952062,,19.114056,
6.63513859,,8.982595774,,28.58809221,,17.90259149,
5.231928422,,8.465779833,,24.64197453,,18.51382051,
4.518233692,,7.86303615,,22.31388778,,19.17270889,
3.552221546,,7.438572206,,19.60789919,,18.24827058,
3.592699399,,7.27057512,,17.25259363,,18.74722764,
2.917479052,,7.348791386,,16.84477026,,18.51492114,
4.773688137,,7.183924764,,16.1090891,,19.16952813,
4.074035481,,7.24199236,,16.38586199,,18.87960442,
4.646468609,,7.615203386,,17.88295234,,19.14418961,
6.491292672,,8.944060615,,23.5243222,,19.90503692,
8.425703392,,9.779575403,,33.12550525,,21.05401856,
8.62181084,,10.07780312,,33.59004327,,22.03405661,
8.52337036,,9.02135921,,30.23588677,,22.31235342,
8.354511033,,8.666466525,,26.62008659,,23.28075918,
8.076012546,,9.074019162,,26.90510142,,22.82574745,
8.259890474,,8.895805105,,25.80297624,,21.50744163,
7.765010317,,8.904890971,,26.99134229,,23.18296744,
7.903421781,,9.098157932,,25.3531741,,22.59921345,
7.506627582,,9.392663749,,24.36896386,,21.94399247,
6.762796573,,8.707235192,,23.91136012,,21.35230223,
6.395477249,,9.107635595,,25.79448253,,20.58478592,
6.910124877,,9.557499324,,26.5281508,,20.23884474,
7.228860577,,9.258050822,,29.45080799,,19.26807452,
7.612164315,,9.019940157,,28.87108945,,18.55897074,
6.31715979,,9.32818066,,26.91511314,,18.02517282,
5.716478185,,8.414367245,,23.89625486,,18.46529853,
5.567019515,,8.01612083,,21.77039142,,18.31126368,
4.784662607,,7.507550316,,19.91146429,,17.30942717,
4.8462704,,7.134811072,,17.52016305,,17.60615605,
3.896424192,,7.352216951,,16.10123112,,17.097231,
5.790914041,,7.16168878,,15.99501307,,18.00078977,
4.599584446,,7.275457498,,16.20418731,,16.90912016,
4.55352251,,7.545059092,,17.89569702,,17.43967733,
6.085691762,,8.803226428,,23.0321516,,19.01170447,
8.23495334,,9.921241584,,32.27724509,,20.84221175,
9.44065326,,10.08621241,,32.2958522,,23.02573064,
10.37213379,,9.439427655,,29.40127031,,23.54439632,
9.772852185,,8.948774236,,27.35530751,,23.92691005,
9.04665036,,8.928594933,,26.56034491,,23.38740716,
8.958065138,,8.666200319,,25.55019933,,22.69162998,
9.450832304,,9.098156756,,26.44490919,,22.54616465,
9.446007062,,8.795281238,,25.85072988,,22.26849776,
8.343727981,,9.072047448,,25.49459349,,20.7765985,
6.910225741,,8.855663578,,25.05267473,,20.80966738,
6.944258396,,9.014706248,,25.05712979,,20.21047969,
6.983392884,,8.837988756,,26.20772605,,19.8537281,
6.923276778,,9.622563157,,28.32746114,,20.01015948,
6.436187938,,9.194489845,,27.6549951,,19.66919901,
5.776728383,,8.873643347,,26.20080015,,18.79920617,
5.049458708,,8.152084805,,22.69613832,,18.51560323,
4.88510701,,8.055388531,,21.65410476,,17.77272691,
4.129791305,,7.657636713,,19.972949,,16.23665371,
4.668499263,,7.222073437,,17.95286467,,16.12399489,
3.915450664,,7.299661343,,16.46644309,,15.85479797,
5.168291335,,7.231845775,,16.23023054,,17.21316767,
4.427000601,,7.235668784,,16.56367029,,17.12045427,
4.918229971,,7.518229423,,17.09776346,,17.49997932,
5.73837131,,7.900594665,,19.73830884,,17.33293395,
6.871641716,,9.145352082,,25.48767416,,18.45574847,
7.742238127,,10.02014274,,29.75252738,,19.0947118,
7.714220479,,10.13606823,,31.5958916,,18.43263808,
7.561521736,,9.711617316,,32.53854218,,18.36343261,
7.460677092,,10.1154495,,31.81327263,,18.52558146,
6.895290807,,9.633871391,,29.37101989,,18.06681563,
6.739541118,,9.689568096,,29.05280776,,17.8122161,
6.789404919,,9.386286863,,27.66836775,,17.33404266,
6.147772541,,8.986048875,,27.09133368,,16.24852052,
6.018060884,,9.137760558,,25.96453326,,16.49422228,
6.463275851,,9.153282708,,25.96560153,,16.90944796,
6.678932443,,9.593128378,,27.16740581,,17.78468071,
6.950747804,,9.573783649,,28.12074613,,18.1889198,
7.224988249,,9.055820519,,27.25741336,,16.6967216,
6.166067269,,8.629613709,,25.65321849,,16.49897987,
5.636294267,,8.456299069,,22.56949396,,16.51188082,
5.119653392,,8.015546408,,21.65179088,,16.38544382,
4.509826197,,7.659771678,,20.04727358,,15.21132304,
4.051501191,,7.241298933,,18.54456527,,15.50420101,
2.881440383,,7.335555644,,17.23057308,,15.79753283,
3.770807559,,7.087858331,,16.33068605,,16.30288488,
3.213135373,,7.267189938,,16.20171591,,15.71131773,
3.551855232,,7.301892669,,17.02945529,,15.45557492,
5.066584116,,7.842114678,,19.16350614,,15.70037881,
6.441753361,,8.452992423,,23.05681313,,16.47168707,
7.838262527,,9.880515344,,27.62819147,,17.24070852,
8.12060544,,11.05181809,,32.55051531,,17.25587607,
8.568701959,,11.21318527,,34.7745096,,17.55184303,
8.766924793,,10.98283066,,33.27756747,,17.78108847,
8.878846035,,10.57174923,,31.25447829,,17.52882893,
8.549172716,,10.06690291,,29.74528075,,17.31931495,
7.761239384,,9.723427188,,27.7568189,,17.28846151,
6.778578409,,9.273703587,,26.07554898,,16.53200691,
6.230107916,,9.486201606,,24.97385583,,16.28261696,
6.254653348,,9.442714238,,25.55832423,,16.38529909,
6.32817515,,9.518680009,,27.78393355,,16.80479579,
6.574264504,,9.490369265,,29.57283884,,16.70224513,
6.785420323,,9.646981196,,29.9582115,,16.37921343,
6.27200856,,9.091401658,,28.20793957,,16.14025598,
6.132267777,,8.593068358,,24.67426353,,16.16180781,
7.295494688,,8.179824533,,22.53780149,,16.78434724,
8.696664672,,7.663185172,,20.10674449,,16.61675862,
4.755957674,,7.432562618,,17.41470778,,16.98289299,
4.886097695,,7.391797406,,16.22426565,,16.86238135,
6.294399314,,7.34533921,,16.04565783,,16.94540568,
5.735934172,,7.423928397,,16.37017303,,16.03223018,
5.83715235,,7.616591506,,17.54773339,,16.35583038,
6.757190294,,8.703019919,,22.35166807,,17.68419743,
8.546135607,,10.22376243,,31.43853793,,19.77471657,
8.770294022,,10.0939807,,31.94139247,,22.8003955,
8.456016097,,9.639374826,,31.65546863,,24.55519396,
9.014206533,,9.607508671,,29.27785911,,25.20562541,
8.694077794,,9.305156859,,27.73780893,,23.91117589,
8.708217992,,8.973171483,,26.62154921,,22.52682339,
9.132821596,,9.324192717,,27.00387933,,23.50430222,
9.176740629,,8.950771076,,25.28075578,,23.73801514,
8.615249029,,8.93208422,,24.05739459,,23.19486184,
7.959646066,,8.900809471,,23.17546765,,23.21238653,
7.619721282,,8.813541202,,24.26181434,,21.67865377,
7.564342953,,9.384666315,,26.66945503,,20.59425885,
8.128120633,,9.744263482,,29.02565175,,20.39307064,
7.540164543,,9.64804717,,29.91515618,,19.28627789,
6.053267126,,9.474867763,,27.76617458,,18.45587166,
4.758811321,,8.237282909,,23.53278367,,19.01211501,
3.808656297,,7.754643827,,22.6151999,,18.14625562,
3.020518047,,7.743875262,,19.33179048,,16.97166332,
3.305272483,,7.143556805,,17.49548493,,16.98354825,
13.06162774,,7.271282592,,16.3536768,,17.07884494,
0.84643925,,7.345642562,,15.77085834,,17.42436324,
3.631680156,,7.424533908,,15.78206136,,16.82675107,
4.464057267,,7.387464896,,17.36089215,,17.48437504,
6.098589178,,8.535233352,,22.55970206,,19.1321912,
8.736790776,,10.11831624,,32.91476553,,20.8080686,
9.159695062,,10.21725907,,31.79595292,,23.24767408,
8.77477827,,9.657979242,,29.58846444,,23.30204773,
8.936926562,,9.205809491,,28.13480431,,23.48893974,
9.278192126,,8.41033228,,25.92571257,,23.29695915,
9.685625129,,8.956653395,,25.42443076,,22.05996797,
9.23320087,,8.79260504,,26.13264261,,23.78672443,
8.895772804,,8.866245772,,25.96105444,,24.37467845,
8.175119115,,8.966912339,,24.07645418,,24.638546,
7.093719352,,9.040742565,,23.90316575,,23.62175651,
6.902826859,,9.052911513,,25.40488369,,21.75985682,
7.253043657,,9.265635678,,26.0332663,,21.10078879,
7.332078285,,9.733096926,,29.44627966,,20.97987407,
7.558394757,,9.696797093,,30.74635387,,19.73277727,
6.629685261,,9.387169307,,27.6286651,,19.25416948,
5.983837922,,8.515572298,,23.77636766,,18.48515376,
5.304972958,,7.961707563,,22.20774917,,18.68191863,
4.830990981,,7.414730299,,20.21998235,,18.08056735,
5.034347901,,7.182242077,,17.41141183,,17.63723866,
3.050221004,,7.219613186,,15.96018386,,18.16304479,
4.773274434,,7.129736835,,16.05687227,,18.95870363,
3.856446512,,7.179995566,,16.31373068,,18.24745379,
4.234233898,,7.551219613,,17.66148637,,18.02070283,
5.907398525,,8.602579054,,22.38703342,,19.06248945,
8.580054951,,10.01454234,,33.24541871,,21.47346761,
9.563734201,,10.16554705,,33.29100065,,23.18241517,
9.603868401,,9.719351228,,31.27008446,,22.5880471,
9.554687731,,9.278546234,,28.71307508,,23.44154616,
9.758154199,,8.913819228,,26.10457674,,23.90856104,
9.933372971,,8.894574617,,25.84354733,,23.49555777,
9.073737597,,9.189997787,,26.15452215,,23.55965462,
9.094419931,,9.11858609,,25.71181392,,24.20863572,
8.864611501,,8.82987196,,24.07112046,,23.52702459,
8.297689935,,8.970865224,,24.01286752,,21.88900541,
7.480103273,,9.29103288,,24.95587309,,21.37196207,
7.340062844,,9.544093102,,26.75979926,,20.84971651,
7.754034231,,10.15007518,,28.99711072,,20.0942301,
8.128119173,,9.823831727,,31.14022282,,19.88821432,
7.149586885,,9.578261724,,28.08984157,,19.36336072,
6.166092464,,8.538045137,,24.76492218,,19.01725655,
5.567264438,,8.094503033,,22.47465266,,18.72108838,
4.743024195,,7.800753672,,19.52158409,,17.05565283,
5.066606999,,7.296699561,,17.16950931,,16.96555689,
4.249631188,,7.270177921,,16.27251807,,16.83904125,
6.714479604,,7.228270205,,16.06939468,,17.8986399,
6.540762011,,7.231766806,,16.33584034,,17.70120044,
6.496643204,,7.517033285,,17.82597675,,17.60974952,
6.855276348,,8.82421923,,23.49227097,,19.11314254,
8.74218941,,10.28730033,,33.65986843,,21.28880756,
8.679443908,,10.08570719,,33.72153084,,23.10558681,
8.481586798,,9.660247745,,30.3109937,,23.01284317,
8.331715848,,9.002026592,,28.16889835,,23.00967301,
8.104699446,,8.741350997,,26.57527741,,22.81894985,
8.401229457,,9.439068965,,25.74823237,,21.59432921,
8.377359837,,9.353105045,,26.79687557,,23.07973338,
8.833982593,,8.837916375,,25.95070181,,24.18919247,
8.119567974,,9.316223535,,23.84594265,,22.44904816,
7.625626322,,8.893612429,,24.51851432,,22.18720813,
7.660856091,,9.842035549,,24.98412419,,20.9742642,
7.867515481,,9.813721969,,26.53258202,,21.21860445,
8.208418373,,10.02810513,,29.21382958,,20.60025161,
7.889431173,,10.21759185,,29.83532892,,19.0952755,
6.453753142,,9.099932345,,27.68739243,,18.9881987,
5.151670665,,8.66847463,,24.75665331,,19.24325945,
4.539983534,,8.196140833,,22.78359779,,19.40682484,
3.647688159,,7.582210818,,19.81192562,,19.54025736,
3.710922619,,7.381609306,,17.6359991,,18.63582514,
3.001870205,,7.187921719,,16.18887519,,17.68830665,
5.649552359,,7.1464354,,16.10889667,,17.49671085,
4.52067037,,7.323591446,,16.56665556,,17.2343994,
5.006101079,,7.647884872,,17.65321169,,17.56948225,
6.274101059,,9.097090715,,23.83417371,,19.02482746,
8.446497051,,10.67921087,,33.1014046,,21.27547705,
9.027630258,,10.17418631,,32.68752469,,23.49755215,
9.109395248,,9.602544425,,30.85585802,,23.18426497,
9.376474112,,9.435317232,,28.1309226,,23.02375199,
8.594916526,,9.279435687,,26.85243629,,23.38437803,
8.104210636,,9.001632775,,25.24167397,,23.6927418,
8.015273263,,9.297492178,,26.62467582,,22.57151296,
7.846601981,,9.456927576,,25.8074409,,22.76597362,
7.288302485,,8.884282289,,24.60223152,,20.97380764,
6.234157375,,8.75059029,,24.51716781,,20.6461144,
6.112082686,,8.945107535,,25.84792346,,20.14010907,
6.652861618,,9.338895597,,26.14485016,,20.02951635,
7.27346574,,9.366937315,,27.88380135,,19.09540276,
7.517572852,,9.374179515,,28.1089635,,18.30622401,
6.905609043,,9.020483485,,26.06694245,,18.28827988,
6.623754263,,8.615733897,,23.72979501,,18.25283354,
5.712458703,,8.187094875,,22.09903399,,18.38647568,
4.629404971,,7.710165997,,19.35104301,,16.76229338,
4.84383635,,7.556519757,,17.94810522,,16.49802923,
3.727417383,,7.240733346,,16.39464349,,16.51856857,
5.041025463,,7.296382876,,16.13347722,,17.42826737,
3.453898199,,7.243176007,,16.90528606,,16.89116011,
3.687497848,,7.540328376,,17.61436818,,17.3363155,
4.37133164,,8.175673851,,20.59984279,,17.48811495,
5.81750255,,9.420475794,,26.65988846,,18.204504,
7.323578958,,10.00729918,,30.36229484,,19.14397644,
7.893340428,,10.75340093,,33.62543344,,18.39388746,
8.044589013,,9.883397794,,32.91423687,,18.47501288,
7.63372048,,9.98698577,,29.32003948,,19.09373861,
7.066718585,,9.70919501,,29.15405547,,18.57660121,
6.894960163,,9.732130437,,29.51273724,,18.9714545,
7.026251819,,9.541281501,,28.97557072,,18.26766272,
6.531731632,,9.513437648,,26.68304749,,17.27673491,
5.709662625,,9.31968744,,26.7146287,,17.0121188,
5.810782029,,9.629135327,,26.03446827,,17.59937378,
5.805794032,,9.508163695,,26.79718874,,17.65154131,
6.034497589,,9.08201493,,28.28591102,,17.30991954,
6.226435448,,9.420225418,,27.59512812,,17.36108401,
5.329383451,,8.572412528,,26.824919,,17.52653034,
4.779376253,,8.072579245,,23.57447215,,17.24096865,
4.50318215,,7.911893322,,21.9543849,,16.73033353,
4.228576579,,7.739071648,,20.51139549,,16.00025753,
4.432218281,,7.32282972,,18.59271805,,16.58072303,
3.487647815,,7.21762876,,17.06481357,,16.23193782,
4.766865988,,7.199937818,,16.84406287,,16.65797541,
4.068120992,,7.221177704,,16.74980837,,15.8227902,
4.337765825,,7.395249605,,17.68693076,,15.88476507,
5.172850858,,7.80387199,,20.01005098,,16.00231563,
6.380665729,,8.680023767,,23.83391645,,16.59908317,
7.607658152,,10.11031304,,29.22705969,,17.53921543,
8.075426217,,10.89920798,,34.68692389,,17.63877658,
7.99832107,,11.18610684,,35.36945937,,17.41299786,
7.194785495,,10.76831267,,33.5211683,,17.63835731,
6.551508803,,10.09094581,,30.75193264,,17.66344138,
6.412188598,,10.25540256,,28.40663624,,17.0626653,
