model_fold_0_0,,,,forecast_fold_0_0,,,,,,model_fold_1_0,,,,forecast_fold_1_0,,,,,,model_fold_2_0,,,,forecast_fold_2_0,,,,,,model_fold_3_0,,,,forecast_fold_3_0,,,,,,model_fold_4_0,,,,forecast_fold_4_0,,,,,,model_fold_5_0,,,,forecast_fold_5_0,,,,,,model_fold_6_0,,,,forecast_fold_6_0
12.46291073,,,,,,,,,,11.3853523,,,,,,,,,,11.29215835,,,,,,,,,,11.20056894,,,,,,,,,,11.3229989,,,,,,,,,,11.32837882,,,,,,,,,,11.33627861,,,,
11.3886029,,,,,,,,,,10.25474523,,,,,,,,,,10.16258818,,,,,,,,,,10.09995106,,,,,,,,,,10.26775142,,,,,,,,,,10.243272,,,,,,,,,,10.23865576,,,,
11.21814477,,,,,,,,,,9.924325358,,,,,,,,,,9.884592989,,,,,,,,,,9.85927474,,,,,,,,,,10.09283975,,,,,,,,,,10.04241597,,,,,,,,,,10.02343396,,,,
11.54991282,,,,,,,,,,10.49757441,,,,,,,,,,10.4819327,,,,,,,,,,10.46585454,,,,,,,,,,10.72271904,,,,,,,,,,10.66918404,,,,,,,,,,10.64699668,,,,
11.84073728,,,,,,,,,,11.06224466,,,,,,,,,,11.04294787,,,,,,,,,,11.02125667,,,,,,,,,,11.27669044,,,,,,,,,,11.22891067,,,,,,,,,,11.2090187,,,,
11.08553807,,,,,,,,,,10.5441647,,,,,,,,,,10.51904731,,,,,,,,,,10.52455778,,,,,,,,,,10.76053116,,,,,,,,,,10.69841723,,,,,,,,,,10.67301425,,,,
10.80393643,,,,,,,,,,10.02301374,,,,,,,,,,10.05348298,,,,,,,,,,10.05021954,,,,,,,,,,10.33094875,,,,,,,,,,10.28179342,,,,,,,,,,10.2573534,,,,
9.237745923,,,,,,,,,,8.912710038,,,,,,,,,,8.884411727,,,,,,,,,,8.840923972,,,,,,,,,,9.082678175,,,,,,,,,,9.056863518,,,,,,,,,,9.044829031,,,,
8.204669931,,,,,,,,,,7.686868046,,,,,,,,,,7.639992178,,,,,,,,,,7.617527822,,,,,,,,,,7.860965376,,,,,,,,,,7.81676881,,,,,,,,,,7.797902603,,,,
7.723468782,,,,,,,,,,6.835510067,,,,,,,,,,6.841772709,,,,,,,,,,6.876102415,,,,,,,,,,7.161300571,,,,,,,,,,7.091440428,,,,,,,,,,7.061091694,,,,
7.24157402,,,,,,,,,,6.51132437,,,,,,,,,,6.575586352,,,,,,,,,,6.655459995,,,,,,,,,,6.942549116,,,,,,,,,,6.882668828,,,,,,,,,,6.864344847,,,,
17.78067045,,,,,,,,,,17.48323903,,,,,,,,,,17.50017835,,,,,,,,,,17.53657842,,,,,,,,,,17.7796243,,,,,,,,,,17.73229832,,,,,,,,,,17.71383967,,,,
8.537246386,,,,,,,,,,8.106121901,,,,,,,,,,8.145147047,,,,,,,,,,8.202625805,,,,,,,,,,8.453926315,,,,,,,,,,8.418851948,,,,,,,,,,8.412813761,,,,
7.071834338,,,,,,,,,,6.890413618,,,,,,,,,,6.876969227,,,,,,,,,,6.917696152,,,,,,,,,,7.116388302,,,,,,,,,,7.070607994,,,,,,,,,,7.05484019,,,,
8.382520696,,,,,,,,,,7.759747115,,,,,,,,,,7.802468797,,,,,,,,,,7.835465293,,,,,,,,,,8.080774617,,,,,,,,,,8.030579148,,,,,,,,,,8.001997511,,,,
8.876917568,,,,,,,,,,8.877691365,,,,,,,,,,8.903664095,,,,,,,,,,8.968105762,,,,,,,,,,9.126997743,,,,,,,,,,9.070550773,,,,,,,,,,9.042406586,,,,
11.58760342,,,,,,,,,,11.42073637,,,,,,,,,,11.51182556,,,,,,,,,,11.57179605,,,,,,,,,,11.74103475,,,,,,,,,,11.69671611,,,,,,,,,,11.66630139,,,,
11.83295686,,,,,,,,,,12.23580675,,,,,,,,,,12.29502554,,,,,,,,,,12.33795881,,,,,,,,,,12.431223,,,,,,,,,,12.42221481,,,,,,,,,,12.41479548,,,,
11.32861708,,,,,,,,,,11.7918939,,,,,,,,,,11.80921156,,,,,,,,,,11.83358126,,,,,,,,,,11.87480284,,,,,,,,,,11.87645612,,,,,,,,,,11.87576176,,,,
11.04472767,,,,,,,,,,11.29832667,,,,,,,,,,11.30248976,,,,,,,,,,11.30805288,,,,,,,,,,11.33084548,,,,,,,,,,11.32045532,,,,,,,,,,11.30582721,,,,
12.75078155,,,,,,,,,,12.62230985,,,,,,,,,,12.65407996,,,,,,,,,,12.60036891,,,,,,,,,,12.67402691,,,,,,,,,,12.68650998,,,,,,,,,,12.67166537,,,,
12.72277417,,,,,,,,,,12.92134231,,,,,,,,,,12.87929159,,,,,,,,,,12.79103044,,,,,,,,,,12.82653498,,,,,,,,,,12.86823049,,,,,,,,,,12.87705108,,,,
11.54046916,,,,,,,,,,11.53708795,,,,,,,,,,11.44387679,,,,,,,,,,11.36621084,,,,,,,,,,11.38280274,,,,,,,,,,11.38967155,,,,,,,,,,11.38250907,,,,
12.28638839,,,,,,,,,,11.7084218,,,,,,,,,,11.71478487,,,,,,,,,,11.71078417,,,,,,,,,,11.78975526,,,,,,,,,,11.75335192,,,,,,,,,,11.72274648,,,,
11.98894086,,,,,,,,,,11.71268229,,,,,,,,,,11.79104247,,,,,,,,,,11.82611643,,,,,,,,,,11.91194146,,,,,,,,,,11.88967764,,,,,,,,,,11.87102141,,,,
11.0252104,,,,,,,,,,11.37937928,,,,,,,,,,11.40538148,,,,,,,,,,11.39318464,,,,,,,,,,11.42041079,,,,,,,,,,11.43122378,,,,,,,,,,11.42940956,,,,
10.29845251,,,,,,,,,,10.6966206,,,,,,,,,,10.6757122,,,,,,,,,,10.6462293,,,,,,,,,,10.6377831,,,,,,,,,,10.65082714,,,,,,,,,,10.65151656,,,,
10.09526345,,,,,,,,,,10.20141634,,,,,,,,,,10.19596557,,,,,,,,,,10.18879166,,,,,,,,,,10.18398378,,,,,,,,,,10.18015435,,,,,,,,,,10.17256117,,,,
11.36174066,,,,,,,,,,11.27196546,,,,,,,,,,11.3237627,,,,,,,,,,11.35833014,,,,,,,,,,11.3813311,,,,,,,,,,11.38642188,,,,,,,,,,11.39181729,,,,
10.90624327,,,,,,,,,,11.17974329,,,,,,,,,,11.14580174,,,,,,,,,,11.08776787,,,,,,,,,,11.06775491,,,,,,,,,,11.08028244,,,,,,,,,,11.07478522,,,,
8.441654218,,,,,,,,,,8.652067424,,,,,,,,,,8.640509573,,,,,,,,,,8.642697759,,,,,,,,,,8.596680596,,,,,,,,,,8.580586186,,,,,,,,,,8.565218556,,,,
7.271373524,,,,,,,,,,7.382000819,,,,,,,,,,7.471053703,,,,,,,,,,7.550034855,,,,,,,,,,7.511145115,,,,,,,,,,7.491436126,,,,,,,,,,7.479205406,,,,
6.919373178,,,,,,,,,,7.529070779,,,,,,,,,,7.610804073,,,,,,,,,,7.660384389,,,,,,,,,,7.577833153,,,,,,,,,,7.594209562,,,,,,,,,,7.598300736,,,,
5.120665016,,,,,,,,,,6.164318932,,,,,,,,,,6.154698182,,,,,,,,,,6.154564533,,,,,,,,,,5.983953412,,,,,,,,,,6.004720504,,,,,,,,,,6.009075735,,,,
4.474931017,,,,,,,,,,5.202217007,,,,,,,,,,5.204659616,,,,,,,,,,5.25641891,,,,,,,,,,5.056435514,,,,,,,,,,5.040900122,,,,,,,,,,5.043481139,,,,
5.254218158,,,,,,,,,,5.970361901,,,,,,,,,,5.987078992,,,,,,,,,,5.986847106,,,,,,,,,,5.780411281,,,,,,,,,,5.794969037,,,,,,,,,,5.794685457,,,,
6.015228299,,,,,,,,,,6.777119665,,,,,,,,,,6.789646278,,,,,,,,,,6.819999804,,,,,,,,,,6.591812316,,,,,,,,,,6.618772893,,,,,,,,,,6.647799956,,,,
5.317673858,,,,,,,,,,6.235010063,,,,,,,,,,6.163418541,,,,,,,,,,6.123604934,,,,,,,,,,5.851837376,,,,,,,,,,5.899052956,,,,,,,,,,5.924931411,,,,
6.554641246,,,,,,,,,,6.786414585,,,,,,,,,,6.810845785,,,,,,,,,,6.863794604,,,,,,,,,,6.65663023,,,,,,,,,,6.703057387,,,,,,,,,,6.737086685,,,,
9.091268753,,,,,,,,,,9.267852896,,,,,,,,,,9.253300407,,,,,,,,,,9.233040165,,,,,,,,,,9.049974344,,,,,,,,,,9.093011447,,,,,,,,,,9.112373803,,,,
10.94951571,,,,,,,,,,11.20196938,,,,,,,,,,11.1735576,,,,,,,,,,11.15056659,,,,,,,,,,10.96854963,,,,,,,,,,11.00849107,,,,,,,,,,11.02333231,,,,
12.17098938,,,,,,,,,,12.16467956,,,,,,,,,,12.15934428,,,,,,,,,,12.15446597,,,,,,,,,,12.01053011,,,,,,,,,,12.03598046,,,,,,,,,,12.05102819,,,,
10.82726641,,,,,,,,,,11.10967418,,,,,,,,,,11.08930336,,,,,,,,,,11.11454759,,,,,,,,,,10.94308736,,,,,,,,,,10.96513656,,,,,,,,,,10.98651401,,,,
10.50941727,,,,,,,,,,10.5887876,,,,,,,,,,10.57688524,,,,,,,,,,10.52588021,,,,,,,,,,10.39547978,,,,,,,,,,10.4257761,,,,,,,,,,10.42178213,,,,
10.6418366,,,,,,,,,,10.88886999,,,,,,,,,,10.91550284,,,,,,,,,,10.87892701,,,,,,,,,,10.74665153,,,,,,,,,,10.7884821,,,,,,,,,,10.78311469,,,,
10.28854616,,,,,,,,,,10.70947928,,,,,,,,,,10.78560061,,,,,,,,,,10.84355864,,,,,,,,,,10.68417199,,,,,,,,,,10.72048738,,,,,,,,,,10.73611015,,,,
10.24596021,,,,,,,,,,10.8719014,,,,,,,,,,10.9406452,,,,,,,,,,10.96861194,,,,,,,,,,10.79215468,,,,,,,,,,10.86212642,,,,,,,,,,10.88895742,,,,
9.614310092,,,,,,,,,,10.35923744,,,,,,,,,,10.36311554,,,,,,,,,,10.34194405,,,,,,,,,,10.12742589,,,,,,,,,,10.19011416,,,,,,,,,,10.20634602,,,,
9.893793635,,,,,,,,,,10.27967224,,,,,,,,,,10.29108961,,,,,,,,,,10.28260914,,,,,,,,,,10.08275694,,,,,,,,,,10.11253117,,,,,,,,,,10.11938406,,,,
9.438643562,,,,,,,,,,9.880295942,,,,,,,,,,9.902294931,,,,,,,,,,9.894005663,,,,,,,,,,9.694732514,,,,,,,,,,9.742751948,,,,,,,,,,9.762858553,,,,
7.708449894,,,,,,,,,,8.389351856,,,,,,,,,,8.380573771,,,,,,,,,,8.389585791,,,,,,,,,,8.144216746,,,,,,,,,,8.190925474,,,,,,,,,,8.216564503,,,,
8.754920407,,,,,,,,,,9.039196288,,,,,,,,,,9.045452773,,,,,,,,,,9.016101062,,,,,,,,,,8.812757806,,,,,,,,,,8.849273281,,,,,,,,,,8.856152089,,,,
10.10109071,,,,,,,,,,10.47768754,,,,,,,,,,10.47213397,,,,,,,,,,10.47343159,,,,,,,,,,10.25997543,,,,,,,,,,10.27939721,,,,,,,,,,10.29802721,,,,
9.650168806,,,,,,,,,,10.15828838,,,,,,,,,,10.19087576,,,,,,,,,,10.21881333,,,,,,,,,,10.00343691,,,,,,,,,,10.07602454,,,,,,,,,,10.1157335,,,,
8.167010664,,,,,,,,,,8.488902777,,,,,,,,,,8.500752151,,,,,,,,,,8.508524173,,,,,,,,,,8.305810185,,,,,,,,,,8.357107127,,,,,,,,,,8.382530791,,,,
6.496115773,,,,,,,,,,6.736770194,,,,,,,,,,6.724598679,,,,,,,,,,6.724540085,,,,,,,,,,6.530536595,,,,,,,,,,6.537526515,,,,,,,,,,6.54262535,,,,
7.040054875,,,,,,,,,,7.105522421,,,,,,,,,,7.140798465,,,,,,,,,,7.174667625,,,,,,,,,,7.028787667,,,,,,,,,,7.043211406,,,,,,,,,,7.061073122,,,,
6.345886637,,,,,,,,,,6.617759286,,,,,,,,,,6.596632451,,,,,,,,,,6.594034485,,,,,,,,,,6.452753062,,,,,,,,,,6.503826481,,,,,,,,,,6.536019693,,,,
4.254357618,,,,,,,,,,4.458333011,,,,,,,,,,4.376022305,,,,,,,,,,4.426289534,,,,,,,,,,4.262373074,,,,,,,,,,4.283990785,,,,,,,,,,4.316110811,,,,
5.390161627,,,,,,,,,,5.162275873,,,,,,,,,,5.16749335,,,,,,,,,,5.175807334,,,,,,,,,,5.084386046,,,,,,,,,,5.097119576,,,,,,,,,,5.094803424,,,,
5.119439558,,,,,,,,,,5.414838572,,,,,,,,,,5.397165846,,,,,,,,,,5.491579135,,,,,,,,,,5.349286978,,,,,,,,,,5.342967554,,,,,,,,,,5.365232279,,,,
5.988336732,,,,,,,,,,6.361500981,,,,,,,,,,6.364617091,,,,,,,,,,6.35221739,,,,,,,,,,6.22811727,,,,,,,,,,6.273242496,,,,,,,,,,6.294817831,,,,
5.481693577,,,,,,,,,,6.132226911,,,,,,,,,,6.016544112,,,,,,,,,,5.961778535,,,,,,,,,,5.757716833,,,,,,,,,,5.74449053,,,,,,,,,,5.753724888,,,,
8.272007263,,,,,,,,,,8.229135361,,,,,,,,,,8.206503072,,,,,,,,,,8.199127104,,,,,,,,,,8.081307578,,,,,,,,,,8.096780814,,,,,,,,,,8.110307961,,,,
10.40205505,,,,,,,,,,10.3259448,,,,,,,,,,10.29087567,,,,,,,,,,10.23191785,,,,,,,,,,10.1392942,,,,,,,,,,10.15057856,,,,,,,,,,10.15079865,,,,
11.86261217,,,,,,,,,,11.65616213,,,,,,,,,,11.61854316,,,,,,,,,,11.59465282,,,,,,,,,,11.54781899,,,,,,,,,,11.56818259,,,,,,,,,,11.58730193,,,,
10.27375269,,,,,,,,,,10.23902666,,,,,,,,,,10.13971824,,,,,,,,,,10.12736587,,,,,,,,,,10.05562423,,,,,,,,,,10.04090296,,,,,,,,,,10.05293721,,,,
11.23521411,,,,,,,,,,10.61841285,,,,,,,,,,10.66719508,,,,,,,,,,10.65168392,,,,,,,,,,10.69168889,,,,,,,,,,10.70653015,,,,,,,,,,10.70351342,,,,
11.3748084,,,,,,,,,,11.06240419,,,,,,,,,,11.09573229,,,,,,,,,,11.0400868,,,,,,,,,,11.06953147,,,,,,,,,,11.06506668,,,,,,,,,,11.04459406,,,,
12.12636202,,,,,,,,,,11.60678831,,,,,,,,,,11.5810761,,,,,,,,,,11.51728383,,,,,,,,,,11.58164429,,,,,,,,,,11.53429265,,,,,,,,,,11.51194738,,,,
11.80301988,,,,,,,,,,11.50587547,,,,,,,,,,11.47384865,,,,,,,,,,11.41781788,,,,,,,,,,11.47166968,,,,,,,,,,11.42368108,,,,,,,,,,11.40723,,,,
10.09296128,,,,,,,,,,9.767250915,,,,,,,,,,9.755534697,,,,,,,,,,9.732314638,,,,,,,,,,9.785829502,,,,,,,,,,9.729664144,,,,,,,,,,9.698192174,,,,
10.36517248,,,,,,,,,,9.71136029,,,,,,,,,,9.771881648,,,,,,,,,,9.795887266,,,,,,,,,,9.92006346,,,,,,,,,,9.86464286,,,,,,,,,,9.828845703,,,,
9.3667145,,,,,,,,,,9.363320917,,,,,,,,,,9.43652899,,,,,,,,,,9.482859197,,,,,,,,,,9.561942746,,,,,,,,,,9.524997379,,,,,,,,,,9.509960095,,,,
8.487437808,,,,,,,,,,8.898419186,,,,,,,,,,8.898682863,,,,,,,,,,8.890190591,,,,,,,,,,8.902523235,,,,,,,,,,8.872584314,,,,,,,,,,8.86081871,,,,
8.588603362,,,,,,,,,,8.89664874,,,,,,,,,,8.910080893,,,,,,,,,,8.894974099,,,,,,,,,,8.892451048,,,,,,,,,,8.880839681,,,,,,,,,,8.862509936,,,,
8.938905243,,,,,,,,,,9.026065535,,,,,,,,,,9.046346288,,,,,,,,,,9.108420442,,,,,,,,,,9.107369791,,,,,,,,,,9.083314681,,,,,,,,,,9.078847716,,,,
9.359670378,,,,,,,,,,9.707857239,,,,,,,,,,9.744004537,,,,,,,,,,9.743889819,,,,,,,,,,9.68498808,,,,,,,,,,9.622479659,,,,,,,,,,9.59599613,,,,
8.669650326,,,,,,,,,,9.110318865,,,,,,,,,,9.137132176,,,,,,,,,,9.108559247,,,,,,,,,,9.046340828,,,,,,,,,,9.041232749,,,,,,,,,,9.039320985,,,,
6.573533807,,,,,,,,,,7.026750292,,,,,,,,,,6.957655187,,,,,,,,,,6.893169353,,,,,,,,,,6.820498689,,,,,,,,,,6.846893344,,,,,,,,,,6.85430224,,,,
6.756436092,,,,,,,,,,6.570646367,,,,,,,,,,6.515377361,,,,,,,,,,6.499473074,,,,,,,,,,6.47993594,,,,,,,,,,6.454533887,,,,,,,,,,6.450790423,,,,
6.384909361,,,,,,,,,,6.108260668,,,,,,,,,,6.130832075,,,,,,,,,,6.156375694,,,,,,,,,,6.164415998,,,,,,,,,,6.131019417,,,,,,,,,,6.127177786,,,,
6.089075646,,,,,,,,,,5.899988197,,,,,,,,,,5.920521038,,,,,,,,,,5.932579309,,,,,,,,,,5.941189212,,,,,,,,,,5.947348219,,,,,,,,,,5.96333199,,,,
6.328675131,,,,,,,,,,6.066123215,,,,,,,,,,6.097339105,,,,,,,,,,6.052315022,,,,,,,,,,6.100573592,,,,,,,,,,6.121218668,,,,,,,,,,6.122134762,,,,
6.398660899,,,,,,,,,,6.1117317,,,,,,,,,,6.028307946,,,,,,,,,,6.015657059,,,,,,,,,,6.05069431,,,,,,,,,,6.046160946,,,,,,,,,,6.057345486,,,,
5.899960811,,,,,,,,,,5.465399951,,,,,,,,,,5.503919313,,,,,,,,,,5.556749207,,,,,,,,,,5.618801717,,,,,,,,,,5.579242447,,,,,,,,,,5.562867433,,,,
6.142614601,,,,,,,,,,5.942984699,,,,,,,,,,5.949962435,,,,,,,,,,6.030820577,,,,,,,,,,6.109721272,,,,,,,,,,6.099783177,,,,,,,,,,6.100536442,,,,
9.010461061,,,,,,,,,,9.158472803,,,,,,,,,,9.184571161,,,,,,,,,,9.174231937,,,,,,,,,,9.220421151,,,,,,,,,,9.213367,,,,,,,,,,9.206996311,,,,
9.30052645,,,,,,,,,,9.896929562,,,,,,,,,,9.832718818,,,,,,,,,,9.765485807,,,,,,,,,,9.733484871,,,,,,,,,,9.746525776,,,,,,,,,,9.738952241,,,,
10.33828502,,,,,,,,,,10.29253352,,,,,,,,,,10.30834704,,,,,,,,,,10.35430752,,,,,,,,,,10.34945083,,,,,,,,,,10.33068506,,,,,,,,,,10.33011296,,,,
10.05294259,,,,,,,,,,10.1933929,,,,,,,,,,10.16397134,,,,,,,,,,10.18445581,,,,,,,,,,10.16822344,,,,,,,,,,10.163891,,,,,,,,,,10.16763785,,,,
11.57406073,,,,,,,,,,11.65130601,,,,,,,,,,11.66944965,,,,,,,,,,11.60565312,,,,,,,,,,11.60606292,,,,,,,,,,11.58085669,,,,,,,,,,11.55872165,,,,
11.62199572,,,,,,,,,,11.78793829,,,,,,,,,,11.69373055,,,,,,,,,,11.53184354,,,,,,,,,,11.5309532,,,,,,,,,,11.5280915,,,,,,,,,,11.50517112,,,,
10.91999794,,,,,,,,,,10.70273278,,,,,,,,,,10.57107632,,,,,,,,,,10.52177494,,,,,,,,,,10.55540393,,,,,,,,,,10.5721205,,,,,,,,,,10.58205172,,,,
11.24147806,,,,,,,,,,10.61213451,,,,,,,,,,10.54944172,,,,,,,,,,10.60651234,,,,,,,,,,10.69867881,,,,,,,,,,10.66125283,,,,,,,,,,10.66314338,,,,
12.10624133,,,,,,,,,,11.570354,,,,,,,,,,11.54105451,,,,,,,,,,11.50407343,,,,,,,,,,11.6348408,,,,,,,,,,11.60607196,,,,,,,,,,11.58839072,,,,
11.1424626,,,,,,,,,,10.81188908,,,,,,,,,,10.76722211,,,,,,,,,,10.68584917,,,,,,,,,,10.81429574,,,,,,,,,,10.81848232,,,,,,,,,,10.81111211,,,,
9.34419517,,,,,,,,,,8.961045082,,,,,,,,,,8.867575449,,,,,,,,,,8.860991171,,,,,,,,,,8.971552104,,,,,,,,,,8.921419751,,,,,,,,,,8.9086391,,,,
9.244250186,,,,,,,,,,8.592235025,,,,,,,,,,8.602186243,,,,,,,,,,8.696555348,,,,,,,,,,8.857574557,,,,,,,,,,8.799315369,,,,,,,,,,8.783762562,,,,
10.79362122,,,,,,,,,,10.37697003,,,,,,,,,,10.45675266,,,,,,,,,,10.46305001,,,,,,,,,,10.64338552,,,,,,,,,,10.61180941,,,,,,,,,,10.5847315,,,,
9.417179897,,,,,,,,,,9.744496226,,,,,,,,,,9.719895835,,,,,,,,,,9.73682234,,,,,,,,,,9.808311103,,,,,,,,,,9.80435539,,,,,,,,,,9.809028633,,,,
9.865664982,,,,,,,,,,9.748913509,,,,,,,,,,9.649681967,,,,,,,,,,9.669043037,,,,,,,,,,9.786888528,,,,,,,,,,9.763203542,,,,,,,,,,9.755030363,,,,
9.307261103,,,,,,,,,,9.196168214,,,,,,,,,,9.168903015,,,,,,,,,,9.201056178,,,,,,,,,,9.31299089,,,,,,,,,,9.287731827,,,,,,,,,,9.281237577,,,,
7.502444433,,,,,,,,,,7.642962818,,,,,,,,,,7.659152217,,,,,,,,,,7.648030368,,,,,,,,,,7.71799191,,,,,,,,,,7.738543329,,,,,,,,,,7.739438871,,,,
5.773198588,,,,,,,,,,5.898237954,,,,,,,,,,5.866889482,,,,,,,,,,5.917543276,,,,,,,,,,5.958178515,,,,,,,,,,5.966748671,,,,,,,,,,5.97639544,,,,
6.478797096,,,,,,,,,,6.290471232,,,,,,,,,,6.253870455,,,,,,,,,,6.280801492,,,,,,,,,,6.356352471,,,,,,,,,,6.320044615,,,,,,,,,,6.308459731,,,,
5.801814445,,,,,,,,,,6.11545256,,,,,,,,,,6.077518566,,,,,,,,,,6.078079364,,,,,,,,,,6.093472766,,,,,,,,,,6.09106994,,,,,,,,,,6.093582644,,,,
7.501575336,,,,,,,,,,7.527354102,,,,,,,,,,7.530930052,,,,,,,,,,7.486379363,,,,,,,,,,7.52807534,,,,,,,,,,7.516248249,,,,,,,,,,7.503545931,,,,
6.07501397,,,,,,,,,,6.23496601,,,,,,,,,,6.23433274,,,,,,,,,,6.287132115,,,,,,,,,,6.292455539,,,,,,,,,,6.344009602,,,,,,,,,,6.380247667,,,,
6.197668654,,,,,,,,,,5.822210879,,,,,,,,,,5.816459028,,,,,,,,,,5.846480119,,,,,,,,,,5.899470862,,,,,,,,,,5.868655456,,,,,,,,,,5.858355269,,,,
6.292456957,,,,,,,,,,6.110703197,,,,,,,,,,6.15324163,,,,,,,,,,6.158338666,,,,,,,,,,6.195892985,,,,,,,,,,6.198349735,,,,,,,,,,6.193179248,,,,
7.790179016,,,,,,,,,,7.77738294,,,,,,,,,,7.819482288,,,,,,,,,,7.889846973,,,,,,,,,,7.933858171,,,,,,,,,,7.939891121,,,,,,,,,,7.94837545,,,,
10.28018155,,,,,,,,,,10.27331326,,,,,,,,,,10.32259706,,,,,,,,,,10.28810555,,,,,,,,,,10.34825355,,,,,,,,,,10.39160051,,,,,,,,,,10.39512547,,,,
9.883899603,,,,,,,,,,10.08404956,,,,,,,,,,10.00873936,,,,,,,,,,10.01385434,,,,,,,,,,10.00696162,,,,,,,,,,10.01654951,,,,,,,,,,10.03349534,,,,
10.29899734,,,,,,,,,,9.887961438,,,,,,,,,,9.879223925,,,,,,,,,,9.880859242,,,,,,,,,,9.935612951,,,,,,,,,,9.952849217,,,,,,,,,,9.956002747,,,,
10.19202015,,,,,,,,,,9.900836367,,,,,,,,,,9.849079372,,,,,,,,,,9.845527868,,,,,,,,,,9.928664397,,,,,,,,,,9.909965693,,,,,,,,,,9.894668496,,,,
10.4244337,,,,,,,,,,10.33422477,,,,,,,,,,10.34473523,,,,,,,,,,10.32819479,,,,,,,,,,10.41889869,,,,,,,,,,10.44746813,,,,,,,,,,10.44484925,,,,
9.281482414,,,,,,,,,,9.397306762,,,,,,,,,,9.408583197,,,,,,,,,,9.386709073,,,,,,,,,,9.40867407,,,,,,,,,,9.442212221,,,,,,,,,,9.454249229,,,,
8.856651889,,,,,,,,,,8.717705854,,,,,,,,,,8.640443868,,,,,,,,,,8.640628609,,,,,,,,,,8.663299577,,,,,,,,,,8.642561357,,,,,,,,,,8.647820143,,,,
10.9283485,,,,,,,,,,10.46535859,,,,,,,,,,10.43833255,,,,,,,,,,10.3877873,,,,,,,,,,10.50143918,,,,,,,,,,10.50287892,,,,,,,,,,10.4978099,,,,
11.09285747,,,,,,,,,,10.8349791,,,,,,,,,,10.81064259,,,,,,,,,,10.74238571,,,,,,,,,,10.85882385,,,,,,,,,,10.88891778,,,,,,,,,,10.90102473,,,,
