Date,RAIN_DEPTH,AIR_TEMP,AIR_HUMIDITY,WIND_SPEED
07/01/2021 06:00,0,6,82,10
07/01/2021 07:00,0,6.3,79,10
07/01/2021 08:00,0,6.6,79,8
07/01/2021 09:00,0,6.8,77,7
07/01/2021 10:00,0,6.9,77,10
07/01/2021 11:00,1.4,6.6,83,5
07/01/2021 12:00,0,7.5,77,7
07/01/2021 13:00,0,8.4,73,4
07/01/2021 14:00,0,7.9,75,8
07/01/2021 15:00,0,8.1,72,8
07/01/2021 16:00,0,7.8,83,8
07/01/2021 17:00,0,7.7,82,9
07/01/2021 18:00,0,7.3,86,10
07/01/2021 19:00,0,7.4,85,11
07/01/2021 20:00,0,7,86,6
07/01/2021 21:00,0,6.4,84,6
07/01/2021 22:00,0,6.1,84,5
07/01/2021 23:00,0,6,79,6
08/01/2021 00:00,0,5.8,80,5
08/01/2021 01:00,0,6.3,72,6
08/01/2021 02:00,0,6,73,13
08/01/2021 03:00,0,6,74,9
08/01/2021 04:00,0,5.8,71,18
08/01/2021 05:00,0,6,73,23
08/01/2021 06:00,0,5.6,72,26
08/01/2021 07:00,0,6.1,71,13
08/01/2021 08:00,0,6.3,75,30
08/01/2021 09:00,0,6.1,73,34
08/01/2021 10:00,0,6.6,73,30
08/01/2021 11:00,0,6.8,65,35
08/01/2021 12:00,0,7.1,63,39
08/01/2021 13:00,0,7.3,64,39
08/01/2021 14:00,0,6.9,62,42
08/01/2021 15:00,0,7.1,61,44
08/01/2021 16:00,0,6.8,60,39
08/01/2021 17:00,0,6.5,63,42
08/01/2021 18:00,0,6.3,61,46
08/01/2021 19:00,0,6.5,58,44
08/01/2021 20:00,0,6.3,61,41
08/01/2021 21:00,0,6.5,56,42
08/01/2021 22:00,0,6,58,40
08/01/2021 23:00,0,5.7,64,40
09/01/2021 00:00,0,5.5,66,39
09/01/2021 01:00,0,5.4,65,46
09/01/2021 02:00,0,5.1,65,46
09/01/2021 03:00,0,5,65,46
09/01/2021 04:00,0,5.1,65,45
09/01/2021 05:00,0,4.8,65,44
09/01/2021 06:00,0,4.8,64,38
09/01/2021 07:00,0,4.8,65,42
09/01/2021 08:00,0,4.6,68,41
09/01/2021 09:00,0,4.6,69,45
09/01/2021 10:00,0,5.1,64,45
09/01/2021 11:00,0,5.7,64,46
09/01/2021 12:00,0,6.1,64,46
09/01/2021 13:00,0,6,65,45
09/01/2021 14:00,0,5.9,65,40
09/01/2021 15:00,0,5.7,68,44
09/01/2021 16:00,0,5.6,67,44
09/01/2021 17:00,0,5.6,67,43
09/01/2021 18:00,0,5.6,67,45
09/01/2021 19:00,0,5.5,65,49
09/01/2021 20:00,0,5.5,66,47
09/01/2021 21:00,0,5.4,63,47
09/01/2021 22:00,0,5.3,65,48
09/01/2021 23:00,0,5.1,64,47
10/01/2021 00:00,0,5.2,66,43
10/01/2021 01:00,0,5.2,67,48
10/01/2021 02:00,0,5,65,48
10/01/2021 03:00,0,5.3,65,49
10/01/2021 04:00,0,5.3,65,55
10/01/2021 05:00,0,5.3,64,49
10/01/2021 06:00,0,5.1,65,51
10/01/2021 07:00,0,5,61,52
10/01/2021 08:00,0,4.9,61,53
10/01/2021 09:00,0,5,61,56
10/01/2021 10:00,0,5.2,64,54
10/01/2021 11:00,0,5.6,64,54
10/01/2021 12:00,0,5.3,62,51
10/01/2021 13:00,0,4.9,69,51
10/01/2021 14:00,0,4.9,70,47
10/01/2021 15:00,0,4.8,69,51
10/01/2021 16:00,0,4.7,65,48
10/01/2021 17:00,0,4.5,60,41
10/01/2021 18:00,0,4.8,62,44
10/01/2021 19:00,0,4.7,66,64
10/01/2021 20:00,0.1,4.5,63,67
10/01/2021 21:00,0,4.3,63,66
10/01/2021 22:00,0,4.2,61,62
10/01/2021 23:00,0,4.3,63,56
11/01/2021 00:00,0,4.2,61,56
11/01/2021 01:00,0,4.5,57,46
11/01/2021 02:00,0,4.4,55,35
11/01/2021 03:00,0,4.2,56,33
11/01/2021 04:00,0,3.8,58,32
11/01/2021 05:00,0,3.6,58,31
11/01/2021 06:00,0,3.7,60,37
11/01/2021 07:00,0,3.5,62,47
11/01/2021 08:00,0,3.3,63,64
11/01/2021 09:00,0,3.3,64,69
11/01/2021 10:00,0,3.7,62,67
11/01/2021 11:00,0,4.3,59,56
11/01/2021 12:00,0,4.4,57,44
11/01/2021 13:00,0,4.6,57,44
11/01/2021 14:00,0,4.6,57,49
11/01/2021 15:00,0,4.7,52,53
11/01/2021 16:00,0,4.8,54,49
11/01/2021 17:00,0,4.6,55,50
11/01/2021 18:00,0,4.3,47,34
11/01/2021 19:00,0,4.5,45,32
11/01/2021 20:00,0,4.3,45,17
11/01/2021 21:00,0,3.3,46,15
11/01/2021 22:00,0,3.2,48,10
11/01/2021 23:00,0,3.1,53,12
12/01/2021 00:00,0,2.8,58,18
12/01/2021 01:00,0,3.5,56,26
12/01/2021 02:00,0,3.5,57,22
12/01/2021 03:00,0,3.4,54,21
12/01/2021 04:00,0,2.4,55,21
12/01/2021 05:00,0,3.1,59,17
12/01/2021 06:00,0,3.2,51,18
12/01/2021 07:00,0,2.8,53,16
12/01/2021 08:00,0,2.8,53,19
12/01/2021 09:00,0,4.3,52,17
12/01/2021 10:00,0,4.5,51,7
12/01/2021 11:00,0,5.3,52,6
12/01/2021 12:00,0,5.8,52,7
12/01/2021 13:00,0,6,51,10
12/01/2021 14:00,0,6.1,47,13
12/01/2021 15:00,0,5.7,53,9
12/01/2021 16:00,0,5.7,52,6
12/01/2021 17:00,0,5.6,51,3
12/01/2021 18:00,0,5.2,57,5
12/01/2021 19:00,0,5.2,60,4
12/01/2021 20:00,0,4.6,59,5
12/01/2021 21:00,0,4.2,59,6
12/01/2021 22:00,0,3.8,59,8
12/01/2021 23:00,0,3.7,61,7
13/01/2021 00:00,0,4.2,53,7
13/01/2021 01:00,0,4.2,53,7
13/01/2021 02:00,0,3.7,59,8
13/01/2021 03:00,0,3.9,60,8
13/01/2021 04:00,0,3.5,67,4
13/01/2021 05:00,0,3.3,63,4
13/01/2021 06:00,0,3.1,65,5
13/01/2021 07:00,0,2.9,66,6
13/01/2021 08:00,0,2.6,60,5
13/01/2021 09:00,0,4.5,59,4
13/01/2021 10:00,0,5.9,48,5
13/01/2021 11:00,0,6.2,52,4
13/01/2021 12:00,0,7.1,59,4
13/01/2021 13:00,0,7.5,62,6
13/01/2021 14:00,0,8.2,59,10
13/01/2021 15:00,0,8.8,61,7
13/01/2021 16:00,0,9.7,35,17
13/01/2021 17:00,0,8.7,38,18
13/01/2021 18:00,0,8.1,40,9
13/01/2021 19:00,0,6.9,45,8
13/01/2021 20:00,0,6.4,48,8
13/01/2021 21:00,0,5.5,55,6
13/01/2021 22:00,0,5.3,56,7
13/01/2021 23:00,0,5,61,8
14/01/2021 00:00,0,5.5,66,5
14/01/2021 01:00,0,5.8,63,8
14/01/2021 02:00,0,5.7,58,7
14/01/2021 03:00,0,6,55,7
14/01/2021 04:00,0,6.4,54,6
14/01/2021 05:00,0,6.4,57,4
14/01/2021 06:00,0,6.5,63,3
14/01/2021 07:00,0,7.1,71,5
14/01/2021 08:00,0,7,72,7
14/01/2021 09:00,0,7.7,65,11
14/01/2021 10:00,0,9,62,3
14/01/2021 11:00,0,9.4,64,3
14/01/2021 12:00,0,10,62,7
14/01/2021 13:00,0,9.9,65,9
14/01/2021 14:00,0,9.9,68,15
14/01/2021 15:00,0,10.8,64,11
14/01/2021 16:00,0,10.9,35,17
14/01/2021 17:00,0,9.7,31,27
14/01/2021 18:00,0,9.3,34,32
14/01/2021 19:00,0,9.1,35,30
14/01/2021 20:00,0,8.2,36,40
14/01/2021 21:00,0,7.4,39,38
14/01/2021 22:00,0,6.7,44,45
14/01/2021 23:00,0,6.1,47,48
15/01/2021 00:00,0,6.1,43,42
15/01/2021 01:00,0,5.5,40,37
15/01/2021 02:00,0,5.6,38,15
15/01/2021 03:00,0,5.3,38,14
15/01/2021 04:00,0,5,38,9
15/01/2021 05:00,0,5.1,36,13
15/01/2021 06:00,0,4.8,38,11
15/01/2021 07:00,0,4.4,41,18
15/01/2021 08:00,0,4.5,42,11
15/01/2021 09:00,0,4.9,40,12
15/01/2021 10:00,0,5,45,28
15/01/2021 11:00,0,5.5,44,30
15/01/2021 12:00,0,5.9,38,29
15/01/2021 13:00,0,6.4,37,21
15/01/2021 14:00,0,6.9,42,19
15/01/2021 15:00,0,6.9,45,19
15/01/2021 16:00,0,6.4,38,21
15/01/2021 17:00,0,5.7,42,17
15/01/2021 18:00,0,5,43,14
15/01/2021 19:00,0,5,48,15
15/01/2021 20:00,0,4.3,48,16
15/01/2021 21:00,0,4.2,50,13
15/01/2021 22:00,0,4.1,48,14
15/01/2021 23:00,0,4.4,49,14
16/01/2021 00:00,0,4.4,49,20
16/01/2021 01:00,0,4.3,48,24
16/01/2021 02:00,0,3.3,52,14
16/01/2021 03:00,0,3.2,50,10
16/01/2021 04:00,0,3.4,50,13
16/01/2021 05:00,0,3,48,12
16/01/2021 06:00,0,2.7,48,12
16/01/2021 07:00,0,3.3,43,12
16/01/2021 08:00,0,2.7,47,13
16/01/2021 09:00,0,2.8,50,16
16/01/2021 10:00,0,3.7,46,17
16/01/2021 11:00,0,5,43,14
16/01/2021 12:00,0,6.4,37,7
16/01/2021 13:00,0,6,45,9
16/01/2021 14:00,0,5.9,50,21
16/01/2021 15:00,0,5.7,48,20
16/01/2021 16:00,0,5.7,49,15
16/01/2021 17:00,0,5.3,51,14
16/01/2021 18:00,0,5.2,56,11
16/01/2021 19:00,0,4.5,56,6
16/01/2021 20:00,0,4.3,55,8
16/01/2021 21:00,0,4.1,55,7
16/01/2021 22:00,0,4.1,57,6
16/01/2021 23:00,0,4.3,60,6
17/01/2021 00:00,0,4.1,56,6
17/01/2021 01:00,0,4.5,57,6
17/01/2021 02:00,0,4.6,59,6
17/01/2021 03:00,0,4.6,58,8
17/01/2021 04:00,0,4.7,59,6
17/01/2021 05:00,0,4.7,58,9
17/01/2021 06:00,0,4.5,57,5
17/01/2021 07:00,0,4.6,54,6
17/01/2021 08:00,0,4.7,51,11
17/01/2021 09:00,0,4.8,52,12
17/01/2021 10:00,0,5.1,54,13
17/01/2021 11:00,0,5.6,53,10
17/01/2021 12:00,0,6.3,52,11
17/01/2021 13:00,0,6.8,51,5
17/01/2021 14:00,0,7,53,5
17/01/2021 15:00,0,7.2,55,5
17/01/2021 16:00,0,6.6,53,15
17/01/2021 17:00,0,5.4,53,18
17/01/2021 18:00,0,4.8,57,22
17/01/2021 19:00,0,4.1,60,30
17/01/2021 20:00,0,3.1,61,33
17/01/2021 21:00,0,2.5,62,30
17/01/2021 22:00,0,2.4,62,32
17/01/2021 23:00,0,2.5,61,30
18/01/2021 00:00,0,2,59,29
18/01/2021 01:00,0,2,60,31
18/01/2021 02:00,0,2,60,33
18/01/2021 03:00,0,2.4,59,29
18/01/2021 04:00,0,2.4,56,24
18/01/2021 05:00,0,2.5,56,17
18/01/2021 06:00,0,2.4,58,9
18/01/2021 07:00,0,2.9,57,6
18/01/2021 08:00,0,2.9,59,6
18/01/2021 09:00,0,3.5,56,5
18/01/2021 10:00,0,4.2,57,8
18/01/2021 11:00,0,4.8,52,5
18/01/2021 12:00,0,5.5,54,3
18/01/2021 13:00,0,6.2,53,4
18/01/2021 14:00,0,6.4,52,4
18/01/2021 15:00,0,6.4,55,5
18/01/2021 16:00,0,6.4,57,7
18/01/2021 17:00,0,6.6,63,8
18/01/2021 18:00,0,6,64,10
18/01/2021 19:00,0,5,68,7
18/01/2021 20:00,0,4.8,71,6
18/01/2021 21:00,0,4.3,72,5
18/01/2021 22:00,0,4.1,73,5
18/01/2021 23:00,0,3.8,75,4
19/01/2021 00:00,0,3.6,75,5
19/01/2021 01:00,0,3.4,74,4
19/01/2021 02:00,0,3,76,3
19/01/2021 03:00,0,3.3,76,5
19/01/2021 04:00,0,3.3,77,6
19/01/2021 05:00,0,3.4,77,7
19/01/2021 06:00,0,4.4,75,7
19/01/2021 07:00,0,4.6,73,9
19/01/2021 08:00,0,4.8,73,6
19/01/2021 09:00,0,5,71,7
19/01/2021 10:00,0,5.6,66,6
19/01/2021 11:00,0,6.4,65,4
19/01/2021 12:00,0,6.5,70,8
19/01/2021 13:00,0,6.5,73,12
19/01/2021 14:00,0,6.2,74,10
19/01/2021 15:00,0,6.6,73,7
19/01/2021 16:00,0,6.4,74,7
19/01/2021 17:00,0,6.5,76,6
19/01/2021 18:00,0,7.1,68,11
19/01/2021 19:00,0,6.9,70,16
19/01/2021 20:00,0,7,76,17
19/01/2021 21:00,0,6.4,75,11
19/01/2021 22:00,0,6.3,76,5
19/01/2021 23:00,0,6.3,76,2
20/01/2021 00:00,0,6.4,76,3
20/01/2021 01:00,0,6.5,79,3
20/01/2021 02:00,0,6.6,78,3
20/01/2021 03:00,0,6.4,81,3
20/01/2021 04:00,0,6.2,83,5
20/01/2021 05:00,0,6.5,83,5
20/01/2021 06:00,0,6.3,85,5
20/01/2021 07:00,0,7.1,82,3
20/01/2021 08:00,0,6.7,84,5
20/01/2021 09:00,0,6.8,85,3
20/01/2021 10:00,0,6.8,86,6
20/01/2021 11:00,0,7.2,85,4
20/01/2021 12:00,0,7.4,84,1
20/01/2021 13:00,0,7.6,85,5
20/01/2021 14:00,0,7.9,84,3
20/01/2021 15:00,0,8,84,3
20/01/2021 16:00,0,8,85,2
20/01/2021 17:00,0,8.1,85,7
20/01/2021 18:00,0,8.2,84,7
20/01/2021 19:00,0,8.1,83,3
20/01/2021 20:00,0,7.9,87,4
20/01/2021 21:00,0,7.7,86,5
20/01/2021 22:00,0,7.8,86,2
20/01/2021 23:00,0,7.8,87,3
21/01/2021 00:00,0,7.5,89,3
21/01/2021 01:00,0,7.4,90,3
21/01/2021 02:00,0,7.4,90,3
21/01/2021 03:00,0,7.2,90,4
21/01/2021 04:00,0,7.1,91,3
21/01/2021 05:00,0,8,90,4
21/01/2021 06:00,0,7.8,90,5
21/01/2021 07:00,0,7.9,91,4
21/01/2021 08:00,0,8,91,2
21/01/2021 09:00,0,8.7,90,2
21/01/2021 10:00,0,8.8,89,2
21/01/2021 11:00,0,9.1,88,3
21/01/2021 12:00,0,9.6,91,8
21/01/2021 13:00,0.1,9.6,90,5
21/01/2021 14:00,0,9.9,88,2
21/01/2021 15:00,0,9.9,88,3
21/01/2021 16:00,0,10.1,88,3
21/01/2021 17:00,0,9.8,90,4
21/01/2021 18:00,0,10,90,4
21/01/2021 19:00,0.2,9.8,90,4
21/01/2021 20:00,0.1,9.6,91,3
21/01/2021 21:00,0.6,9.6,94,3
21/01/2021 22:00,0,10.1,91,6
21/01/2021 23:00,0.1,10.3,95,5
22/01/2021 00:00,0,10.3,94,5
22/01/2021 01:00,0,10.1,95,8
22/01/2021 02:00,0,9.8,96,5
22/01/2021 03:00,0,12.1,81,7
22/01/2021 04:00,0,14.5,57,23
22/01/2021 05:00,0.4,12.9,67,26
22/01/2021 06:00,1.2,11.7,79,20
22/01/2021 07:00,0,12.7,73,20
22/01/2021 08:00,0,12.8,72,18
22/01/2021 09:00,0,12.9,73,15
22/01/2021 10:00,0,12.1,81,13
22/01/2021 11:00,0,11.7,85,9
22/01/2021 12:00,0,10.9,87,7
22/01/2021 13:00,0.1,10.7,90,5
22/01/2021 14:00,0,11.7,88,6
22/01/2021 15:00,0.1,14.6,66,15
22/01/2021 16:00,0.3,13.2,78,14
22/01/2021 17:00,0.4,13,82,14
22/01/2021 18:00,0.1,13,78,19
22/01/2021 19:00,0,13.3,76,23
22/01/2021 20:00,0.1,13.4,79,21
22/01/2021 21:00,0.4,13.3,82,18
22/01/2021 22:00,1,13.2,83,17
22/01/2021 23:00,0.4,13,83,19
23/01/2021 00:00,2,12.7,84,20
23/01/2021 01:00,1.5,12.4,86,23
23/01/2021 02:00,0,13,75,16
23/01/2021 03:00,0,12.7,73,20
23/01/2021 04:00,0,12.3,76,21
23/01/2021 05:00,0,12.6,77,16
23/01/2021 06:00,0,12.7,75,19
23/01/2021 07:00,0,12.7,72,18
23/01/2021 08:00,0,12.2,77,15
23/01/2021 09:00,0.5,11.9,77,17
23/01/2021 10:00,0.4,9.8,87,12
23/01/2021 11:00,1.3,9.7,85,12
23/01/2021 12:00,0,11.2,82,9
23/01/2021 13:00,0,11.3,61,18
23/01/2021 14:00,0,10,74,22
23/01/2021 15:00,1.7,8.6,86,22
23/01/2021 16:00,2.4,8.4,83,17
23/01/2021 17:00,0.7,8.3,84,11
23/01/2021 18:00,0.2,8.3,87,11
23/01/2021 19:00,0,8.3,84,16
23/01/2021 20:00,0,8,85,17
23/01/2021 21:00,0,8.3,83,25
23/01/2021 22:00,0,8.2,86,17
23/01/2021 23:00,0,7.9,85,12
24/01/2021 00:00,0,7.9,83,10
24/01/2021 01:00,0,8.1,80,5
24/01/2021 02:00,0.1,8.1,82,5
24/01/2021 03:00,0,8,84,9
24/01/2021 04:00,0,8,82,9
24/01/2021 05:00,0,8.2,80,8
24/01/2021 06:00,0,8.1,80,10
24/01/2021 07:00,0,7.6,82,8
24/01/2021 08:00,0,7.7,79,8
24/01/2021 09:00,0,8.1,79,5
24/01/2021 10:00,0,8,82,3
24/01/2021 11:00,0,8.9,80,4
24/01/2021 12:00,0,8.5,82,4
24/01/2021 13:00,0,9.1,76,14
24/01/2021 14:00,1.5,8.1,80,7
24/01/2021 15:00,0.9,7.4,80,12
24/01/2021 16:00,0.4,7.4,81,17
24/01/2021 17:00,0,7.5,73,31
24/01/2021 18:00,0,7.5,72,22
24/01/2021 19:00,0,7.6,69,7
24/01/2021 20:00,0,7.2,68,6
24/01/2021 21:00,0,7.3,65,6
24/01/2021 22:00,0,6.8,70,8
24/01/2021 23:00,0,5.9,71,8
25/01/2021 00:00,0,5.9,68,9
25/01/2021 01:00,0,5.2,71,5
25/01/2021 02:00,0,5.1,69,7
25/01/2021 03:00,0,5.5,67,8
25/01/2021 04:00,0,5.5,67,7
25/01/2021 05:00,0,5.4,59,6
25/01/2021 06:00,0,5.8,63,12
25/01/2021 07:00,0,5.8,61,10
25/01/2021 08:00,0,5.7,62,10
25/01/2021 09:00,0,5.9,61,13
25/01/2021 10:00,0,6.9,61,15
25/01/2021 11:00,0,7.6,62,14
25/01/2021 12:00,0,7.7,59,19
25/01/2021 13:00,0,8.3,58,21
25/01/2021 14:00,0,8.9,56,19
25/01/2021 15:00,0,8.5,50,18
25/01/2021 16:00,0,8.2,52,8
25/01/2021 17:00,0,7.7,54,12
25/01/2021 18:00,0,6.9,57,16
25/01/2021 19:00,0,6.8,56,15
25/01/2021 20:00,0,6,60,16
25/01/2021 21:00,0,5.8,56,9
25/01/2021 22:00,0,6.2,55,8
25/01/2021 23:00,0,5.8,52,10
26/01/2021 00:00,0,5.5,52,7
26/01/2021 01:00,0,5.6,48,7
26/01/2021 02:00,0,5.6,49,6
26/01/2021 03:00,0,5.5,57,8
26/01/2021 04:00,0,5,54,12
26/01/2021 05:00,0,4.7,55,17
26/01/2021 06:00,0,4.5,57,19
26/01/2021 07:00,0,4.3,57,8
26/01/2021 08:00,0,4.1,60,8
26/01/2021 09:00,0,5.4,58,4
26/01/2021 10:00,0,6.8,51,3
26/01/2021 11:00,0,7.4,56,2
26/01/2021 12:00,0,7.1,58,4
26/01/2021 13:00,0,7.5,54,8
26/01/2021 14:00,0,8,51,9
26/01/2021 15:00,0,7.9,52,14
26/01/2021 16:00,0,7.9,53,12
26/01/2021 17:00,0,7.6,53,9
26/01/2021 18:00,0,7.1,54,8
26/01/2021 19:00,0,5.9,61,8
26/01/2021 20:00,0,5.4,67,6
26/01/2021 21:00,0,5,67,7
26/01/2021 22:00,0,4.6,69,7
26/01/2021 23:00,0,4.2,72,4
27/01/2021 00:00,0,4.1,76,5
27/01/2021 01:00,0,4,75,5
27/01/2021 02:00,0,4.3,73,8
27/01/2021 03:00,0,3.3,69,6
27/01/2021 04:00,0,3.3,68,5
27/01/2021 05:00,0,3.2,67,5
27/01/2021 06:00,0,3.3,61,6
27/01/2021 07:00,0,3.1,65,5
27/01/2021 08:00,0,3,63,4
27/01/2021 09:00,0,4.3,52,8
27/01/2021 10:00,0,6.7,63,6
27/01/2021 11:00,0,6.8,64,3
27/01/2021 12:00,0,6.5,64,5
27/01/2021 13:00,0,6.9,61,5
27/01/2021 14:00,0,7.2,57,5
27/01/2021 15:00,0,7,67,12
27/01/2021 16:00,0,7.4,59,11
27/01/2021 17:00,0,7.4,54,10
27/01/2021 18:00,0,7.1,63,5
27/01/2021 19:00,0,6.8,61,4
27/01/2021 20:00,0,6.2,62,5
27/01/2021 21:00,0,5.8,51,4
27/01/2021 22:00,0,5.9,50,5
27/01/2021 23:00,0,4.8,57,4
28/01/2021 00:00,0,4.5,61,7
28/01/2021 01:00,0,4.2,61,6
28/01/2021 02:00,0,4.5,61,5
28/01/2021 03:00,0,3.8,69,5
28/01/2021 04:00,0,3.4,73,4
28/01/2021 05:00,0,3.6,75,4
28/01/2021 06:00,0,4,69,6
28/01/2021 07:00,0,4,68,5
28/01/2021 08:00,0,4.6,61,8
28/01/2021 09:00,0,5.6,61,10
28/01/2021 10:00,0,6.3,60,10
28/01/2021 11:00,0,7.3,57,9
28/01/2021 12:00,0,7.7,57,12
28/01/2021 13:00,0,7.8,53,12
28/01/2021 14:00,0,8,54,14
